index,date of death,name,age,bio,cause of death,Unnamed: 5,Unnamed: 6
5426,2016-10-25,Vaino Spencer,96,American judge.,,,
5427,2016-10-25,Mel Haber,80,American philanthropist and hotel and restaurant proprietor,,,
5428,2016-10-25,Krešo Omerzel,59,Slovenian speedway rider and coach.,,,
5429,2016-10-25,Howard Davies,71,British theatre and television director.,,,
5430,2016-10-25,Mohamed Nadir Hamimid,75,Algerian politician.,,,
5431,2016-10-25,Safa Haeri,79,Iranian-born French journalist.,,,
5432,2016-10-25,Edouard Pliner,80,Russian figure skating coach.,,,
5433,2016-10-25,Margaret Ashcroft,85,"British television actress (The Main Chance, The Brothers)",,,
5434,2016-10-25,Jerzy Szacki,87,Polish sociologist.,,,
5435,2016-10-25,Margit Bara,88,Hungarian actress (Jacob the Liar).,,,
5436,2016-10-25,Burnet R. Maybank Jr.,92,"American lawyer and politician, Lieutenant Governor of South Carolina (1959–1963)",,,
5437,2016-10-25,Georges Thines,93,Belgian scientist.,,,
5438,2016-10-25,Bob Hoover,94,American Air Force test pilot.,,,
5439,2016-10-26,Yuichi Takai,84,Japanese writer, heart failure,,
5440,2016-10-26,Samuele Schiavina,45,Italian racing cyclist.,motorcycle accident,,
5441,2016-10-26,Kent Frizzell,87,American attorney and politician.,,,
5442,2016-10-26,Gérard Lamy,97,Canadian politician.,,,
5443,2016-10-26,Birger Larsen,54,Danish film director (Dance of the Polar Bears).,,,
5444,2016-10-26,Ali Hussein Shihab,55,Iraqi footballer (national team).,,,
5445,2016-10-26,Mark Johnson,65,American baseball umpire.,,,
5446,2016-10-26,Donald C. Pogue,69,"American federal judge, US Court of International Trade (1995–2014)",,,
5447,2016-10-26,Tim Couzens,72,South African historian.,,,
5448,2016-10-26,Filomeno Codiñera,77,Filipino baseball and softball player.,,,
5449,2016-10-26,Melis Abzalov,77,Uzbek filmmaker (Oʻtgan kunlar).,,,
5450,2016-10-26,William Eteki Mboumoua,83,Cameroonian politician and diplomat.,,,
5451,2016-10-26,Luciano Rispoli,84,Italian television and radio writer and presenter.,,,
5452,2016-10-26,Vic Rapp,86,American-Canadian football coach (BC Lions).,,,
5453,2016-10-26,Melpomeni Çobani,88,Albanian actress.,,,
5454,2016-10-26,Raj Begum,89,Indian singer.,,,
5455,2016-10-26,Taqi Tabatabaei Qomi,93,Iranian grand ayatollah.,,,
5456,2016-10-27,Susan Lindquist,67,American biologist, cancer,,
5457,2016-10-27,Takahito,100,"Prince Mikasa,, Japanese royal", cardiac arrest,,
5458,2016-10-27,Fatim Jawara,19,Gambian footballer (national team), drowning,,
5459,2016-10-27,João Lobo Antunes,72,Portuguese neurosurgeon, melanoma,,
5460,2016-10-27,David Tyack,85,American historian, Parkinson's disease,,
5461,2016-10-27,Nelson Pinedo,88,Colombian singer (Sonora Matancera), stroke',,
5462,2016-10-27,Frank Marchlewski,73,American football player.,,,
5463,2016-10-27,Francis Tong Hui,83,Chinese clandestine Roman Catholic prelate,,,
5464,2016-10-27,Brian Hill,75,English footballer (Coventry City).,,,
5465,2016-10-27,Ruben Hovsepyan,77,Armenian author and politician.,,,
5466,2016-10-27,Jolanda Insana,79,"Italian poet and translator, Viareggio Prize recipient",,,
5467,2016-10-27,Jim Eddy,80,"American football coach (Saskatchewan Roughriders, Houston Oilers, Dallas Cowboys).",,,
5468,2016-10-27,René Chamussy,80,French-Lebanese priest and rector.,,,
5469,2016-10-27,Bobby Wellins,80,Scottish jazz saxophonist.,,,
5470,2016-10-27,Vladimir Zemlyanikin,83,Russian film and theater actor (The House I Live In).,,,
5471,2016-10-27,Bill Miller,86,"American javelin thrower, Olympic silver medalist (1952)",,,
5472,2016-10-27,Pentti Siimes,87,Finnish actor (The Unknown Soldier).,,,
5473,2016-10-27,Elda Grin,88,Armenian writer and psychologist.,,,
5474,2016-10-27,Hazel Shermet,96,"American comedienne, actress (Duffy's Tavern, New Zoo Revue, Jem) and singer.",,,
5475,2016-10-27,John Zacherle,98,American television and radio personality and voice actor.,,,
5476,2016-10-28,Shashikala Kakodkar,81,Indian politician.,,,
5477,2016-10-28,Melhem Barakat,71,Lebanese singer.,,,
5478,2016-10-28,Gillon Aitken,78,English literary agent.,,,
5479,2016-10-28,H. Kay Hedge,88,"American politician, member of the Iowa Senate (1989-2001)",,,
5480,2016-10-28,Sir Nicholas Brathwaite,91,"Grenadian politician, Prime Minister (1990–1995), Chairman of the Interim Advisory Council (1983–1984).",,,
5481,2016-10-28,Angeline Kopka,100,"American politician, member of the New Hampshire House of Representatives (2002–2010, 2012–2014).",,,
5482,2016-10-29,John Hicks,65,American football player (New York Giants), diabetes,,
5483,2016-10-29,Paul Luebke,70,"American politician, member of the North Carolina House of Representatives (since 1991)", lymphoma,,
5484,2016-10-29,Stefan Jentsch,61,German biologist.,,,
5485,2016-10-29,Kalle Reichelt,82,Norwegian physician.,,,
5486,2016-10-29,Tom Weal,87,New Zealand politician.,,,
5487,2016-10-29,John D. Roberts,98,American chemist.,,,
5488,2016-10-29,Fernando Moresi,46,"Argentine field hockey player, Pan American champion (1995)",,,
5489,2016-10-29,Paul Demers,60,Canadian singer-songwriter,,,
5490,2016-10-29,Roland Dyens,61,French classical guitarist and composer.,,,
5491,2016-10-29,E. Lee Hennessee,64,American hedge fund manager.,,,
5492,2016-10-29,Robert Belfanti,68,"American politician, member of the Pennsylvania House of Representatives (1979–2010)",,,
5493,2016-10-29,Tony Gauci,75,"Maltese businessman, witness in the Lockerbie bombing case",,,
5494,2016-10-29,Dave Lanning,78,English sports commentator.,,,
5495,2016-10-29,Barry Stout,79,"American politician, member of the Pennsylvania House of Representatives (1971–1976) and Senate (1977–2010)",,,
5496,2016-10-29,Pen Sovan,80,"Cambodian politician, Prime Minister (1981)",,,
5497,2016-10-29,Thorvald Mellingen,81,Norwegian engineer.,,,
5498,2016-10-29,Christiane Gilles,86,French trade unionist,,,
5499,2016-10-29,Geraldo Scarpone Caporale,88,American-born Honduran Roman Catholic prelate,,,
5500,2016-10-29,Norman Brokaw,89,"American talent agent (Marilyn Monroe, Clint Eastwood, Andy Griffith).",,,
5501,2016-10-29,Nguyễn Văn Chính,92,Vietnamese politician.,,,
5502,2016-10-29,Francis Huxley,93,British anthropologist.,,,
5503,2016-10-29,Raymond Gilmour, 56 or 57,"Northern Irish undercover agent, infiltrated INLA and PIRA ",,,
5504,2016-10-30,Simon Relph,76,"British film producer and assistant director (Reds, The Ploughman's Lunch)", pneumonia,,
5505,2016-10-30,Don Marshall,80,American actor (Land of the Giants, Star Trek),,
5506,2016-10-30,Imre Józsa,62,Hungarian actor.,,,
5507,2016-10-30,Otaru Salihu Ohize,63,Nigerian politician.,,,
5508,2016-10-30,Fausto Cayambe,40,Ecuadorian politician.,,,
5509,2016-10-30,David Nash,77,Welsh rugby union player. ,,,
5510,2016-10-30,Reg Boorman,80,"New Zealand politician, MP for Wairarapa (1984–1988)",,,
5511,2016-10-30,Tammy Grimes,82,"American actress (The Unsinkable Molly Brown, High Spirits, Look After Lulu!).",,,
5512,2016-10-30,Curly Putman,85,"American songwriter (""Green, Green Grass of Home"", ""D-I-V-O-R-C-E"", ""He Stopped Loving Her Today"").",,,
5513,2016-10-30,Törner Åhsman,85,Swedish boxer.,,,
5514,2016-10-30,Betty Ann Kennedy,86,American bridge player.,,,
5515,2016-10-30,Gil Krueger,87,American football coach (Northern Michigan).,,,
5516,2016-10-30,James Galanos,92,American fashion designer.,,,
5517,2016-10-30,Jack Braughton,95,British Olympic long distance runner (1948).,,,
5518,2016-10-30,Barney Hartman,99,Canadian skeet shooter.,,,
5519,2016-10-31,Huo Xuan,28,Chinese volleyball player (national team), heart attack,,
5520,2016-10-31,Ray Mabbutt,80,English footballer, heart attack,,
5521,2016-10-31,Natalie Babbitt,84,American children's author and illustrator (Tuck Everlasting), lung cancer,,
5522,2016-10-31,Andy Hill,54,"American politician, member of the Washington Senate (since 2011)", lung cancer,,
5523,2016-10-31,Eric Christiansen,79,British medieval historian.,,,
5524,2016-10-31,Jimmy Gray,90,English cricketer (Hampshire). ,,,
5525,2016-10-31,Victor Cannings,97,English cricketer (Hampshire). ,,,
5526,2016-10-31,Gene La Rocque,98,American rear admiral.,,,
5527,2016-10-31,Klaus Schulten,69,German-American physicist.,,,
5528,2016-10-31,Lionel Morrison,81,South African-born British journalist and trade unionist.,,,
5529,2016-10-31,Paul Detienne,91,"Belgian Jesuit priest, scholar and writer of Bengali literature",,,
5530,2016-10-31,Abdul Majid Cockar,93,"Kenyan judge, Chief Justice (1994–1997)",,,
5531,2016-10-31,Reynaldo Miravalles,93,Cuban actor.,,,
5532,2016-10-31,Silvio Gazzaniga,95,Italian sculptor (FIFA World Cup Trophy).,,,
5533,2016-10-31,Vladimir Zeldin,101,"Russian theater and film actor (Desyat Negrityat), People's Artist of the USSR",,,
5534,2016-10-31,Stanley Leavy,101,American psychoanalyst.,,,
5535,2016-11-01,Martin Leach,59,British automotive executive (NextEV Formula E Team), cancer,,
5536,2016-11-01,Sverre Andersen,80,"Norwegian football player and manager (Viking, national team)", cancer,,
5537,2016-11-01,Pocho La Pantera,65,Argentine singer, kidney cancer,,
5538,2016-11-01,Bap Kennedy,54,Northern Irish singer-songwriter, pancreatic and bowel cancer,,
5539,2016-11-01,Massimo Mongai,65,Italian author.,,,
5540,2016-11-01,Giorgos Vasiliou,66,Greek actor.,,,
5541,2016-11-01,Don Kates,75,American lawyer.,,,
5542,2016-11-01,Rodolfo Hinostroza,75,Peruvian poet.,,,
5543,2016-11-01,John Orsino,78,American baseball player (Baltimore Orioles).,,,
5544,2016-11-01,Earl E. Nelson,79,American politician.,,,
5545,2016-11-01,Jan C. Dolan,89,American politician.,,,
5546,2016-11-01,Wim Ernes,58,Dutch national equestrian coach.,,,
5547,2016-11-01,Jean-Michel Damian,69,French music radio journalist.,,,
5548,2016-11-01,Zhang Benren,87,Chinese geochemist and academician (Chinese Academy of Sciences).,,,
5549,2016-11-01,Tina Anselmi,89,"Italian politician, Minister of Health (1978–1979)",,,
5550,2016-11-01,Stanford Lipsey,89,American publisher.,,,
5551,2016-11-01,Auke Bloembergen,89,Dutch jurist and legal scholar.,,,
5552,2016-11-01,Dave Broadfoot,90,Canadian comedian (Royal Canadian Air Farce).,,,
5553,2016-11-02,Bob Cranshaw,83,"American jazz bassist (Blue Note Records, Musicians Union)", cancer,,
5554,2016-11-02,Max Alexander,63,"American comedian and actor (Forgetting Sarah Marshall, Trainwreck, Paul Blart: Mall Cop 2)", head and neck cancer,,
5555,2016-11-02,Oleg Popov,86,Russian clown (Moscow State Circus), heart attack,,
5556,2016-11-02,Samuel Schatzmann,61,"Swiss equestrian, Olympic silver medalist (1988)",,,
5557,2016-11-02,Jean-Marie Trappeniers,74,"Belgian footballer (Anderlecht, national team)",,,
5558,2016-11-02,Vern Handrahan,79,Canadian baseball player (Kansas City Athletics).,,,
5559,2016-11-02,A. Thomas Kraabel,81,American classics scholar.,,,
5560,2016-11-02,Martin Lippens,82,"Belgian footballer (Anderlecht, national team) and coach",,,
5561,2016-11-02,Egon Wolff,90,Chilean playwright.,,,
5562,2016-11-02,Jud Kinberg,91,American producer (The Collector).,,,
5563,2016-11-02,Dolores Klosowski,93,American baseball player (Milwaukee Chicks).,,,
5564,2016-11-02,Jan Slepian,95,American author and poet.,,,
5565,2016-11-03,Clive Derby-Lewis,80,"South African politician, MP (1987–1989), convicted of conspiracy to murder Chris Hani", lung cancer,,
5566,2016-11-03,Yawar Hayat Khan,73,Pakistani television producer, lung disease,,
5567,2016-11-03,Kay Starr,94,"American singer (""Wheel of Fortune"", ""The Rock and Roll Waltz"")",complications from Alzheimer's disease,,
5568,2016-11-03,Antonio Preto,51,Italian politician.,,,
5569,2016-11-03,Mangat Ram Sharma,88,Indian politician.,,,
5570,2016-11-03,Walter Piludu,66,"Italian politician, President of the Province of Cagliari (1988–1990)",,,
5571,2016-11-03,Rick Steiner,69,"American producer (The Producers, Hairspray)",,,
5572,2016-11-03,Turid Karlsen Seim,71,Norwegian theologian.,,,
5573,2016-11-03,Lene Tiemroth,73,Danish actress (Italian for Beginners).,,,
5574,2016-11-03,Marc Michel,83,"Swiss actor (The Umbrellas of Cherbourg, Lola)",,,
5575,2016-11-03,Fat'hi Abu Taleb,83,Jordanian army general and diplomat.,,,
5576,2016-11-03,Xia Meng,84,Hong Kong actress.,,,
5577,2016-11-03,Misha Brusilovsky,85,Russian artist.,,,
5578,2016-11-03,W. D. Amaradeva,88,"Sri Lankan violinist, singer and composer",,,
5579,2016-11-03,Vladimír Černý,90,Slovak Olympic modern pentathlete (1956).,,,
5580,2016-11-03,Börje Lampenius,94,Finnish actor and director.,,,
5581,2016-11-03,Maurice Gaffney,100,Irish barrister.,,,
5582,2016-11-04,Jean-Jacques Perrey,87,French electronic music producer, lung cancer,,
5583,2016-11-04,Khalid Kelly,49,Irish Islamist (al-Muhajiroun), suicide bombing,,
5584,2016-11-04,Allen Eller,39,"American soccer player (Baltimore Blast, Ohio Vortex)",,,
5585,2016-11-04,Eddie Harsch,59,Canadian keyboardist (The Black Crowes).,,,
5586,2016-11-04,Ziaul Haque Zia,63,"Bangladeshi politician, Minister of Local Government (2001–2006)",,,
5587,2016-11-04,Mansour Pourheidari,70,"Iranian football player and manager (Esteghlal, national team)",,,
5588,2016-11-04,Sylvio dos Santos,81,Brazilian Olympic swimmer.,,,
5589,2016-11-04,Gunnar Sandgren,87,Swedish novelist.,,,
5590,2016-11-04,DeVan Dallas,90,"American politician, member of the Mississippi House of Representatives (1964–1976)",,,
5591,2016-11-04,Eddie Carnett,100,"American baseball player (Boston Braves, Chicago White Sox, Cleveland Indians).",,,
5592,2016-11-05,W. Eugene Hansen,88,American religious leader (LDS Church), Alzheimer's disease,,
5593,2016-11-05,Andreas Vgenopoulos,63,Greek businessman and lawyer, heart attack,,
5594,2016-11-05,Marek Svatoš,34,"Slovakian ice hockey player (Colorado Avalanche, Nashville Predators, Ottawa Senators), mixed drug intoxication.",drug overdose,,
5595,2016-11-05,Rolando Espinosa,66,Filipino politician.,,,
5596,2016-11-05,Arnold Mesches,93,American artist.,,,
5597,2016-11-05,Marc de Bonte,26,"Belgian kickboxer, Muay thai world championship silver medalist (2012)",,,
5598,2016-11-05,Laurent Pardo,55,French bassist (Elliott Murphy).,,,
5599,2016-11-05,Julius Oketta,60,Ugandan army general and politician.,,,
5600,2016-11-05,Giles Waterfield,67,British art historian and curator (Dulwich Picture Gallery).,,,
5601,2016-11-05,Ralph Cicerone,73,"American scientist, President of National Academy of Sciences (2005–2016)",,,
5602,2016-11-05,Abdulla Oripov,75,"Uzbek poet, literary translator and politician, lyricist of State Anthem of Uzbekistan.",,,
5603,2016-11-05,Rodolfo Stavenhagen,84,Mexican sociologist.,,,
5604,2016-11-05,M. R. Khan,88,Bangladeshi paediatrician and professor.,,,
5605,2016-11-05,John Carson,89,"English actor (Doomsday, Captain Kronos – Vampire Hunter, Doctor Who).",,,
5606,2016-11-05,Israel Cavazos Garza,93,Mexican historian.,,,
5607,2016-11-06,Mick Granger,85,English footballer (York City), Alzheimer's disease,,
5608,2016-11-06,Edward Itta,71,"American Iñupiat politician, Mayor of North Slope Borough, Alaska (2005–2011), member of U.S. Arctic Research Commission (2012–2015)", cancer,,
5609,2016-11-06,Chisela Kanchela,29,Zambian Olympic swimmer (2004), diabetic attack,,
5610,2016-11-06,Vautour,7,French-born Irish-trained racehorse, euthanised,,
5611,2016-11-06,Lalatendu Bidyadhar Mohapatra,52,Indian politician, multiple organ failure,,
5612,2016-11-06,Redovino Rizzardo,77,Brazilian Roman Catholic prelate,,,
5613,2016-11-06,Rafael Francisco Martínez Sáinz,81,"Mexican Roman Catholic prelate, Auxiliary Bishop of Guadalajara (2002–2012)",,,
5614,2016-11-06,Zoltán Kocsis,64,"Hungarian pianist, conductor and composer",,,
5615,2016-11-06,Thomas Martyn,69,"English rugby league player (Leigh, Warrington, national team).",,,
5616,2016-11-06,Biser Kirov,74,Bulgarian pop singer.,,,
5617,2016-11-06,Roddy Evans,81,Welsh rugby union player.,,,
5618,2016-11-06,Marc Sleen,93,Belgian cartoonist and comics artist (The Adventures of Nero).,,,
5619,2016-11-06,Georgie Sicking,95,American rancher and poet.,,,
5620,2016-11-06,Jos Romersa,101,Luxembourgian Olympic gymnast (1936).,,,
5621,2016-11-07,May Claerhout,77,Belgian artist, brain tumor,,
5622,2016-11-07,Birger Jansen,68,Norwegian ice hockey player (Frisk Asker) and sailor, cancer,,
5623,2016-11-07,Julie Gregg,79,"American actress (The Godfather, The Happy Time, Batman)", cancer,,
5624,2016-11-07,Leonard Cohen,82,"Canadian singer-songwriter (""Hallelujah"", ""Suzanne"", ""First We Take Manhattan""), poet and novelist (Beautiful Losers)", complications from a fall,,
5625,2016-11-07,Janet Reno,78,"American lawyer and politician, US Attorney General (1993–2001)", Parkinson's disease,,
5626,2016-11-07,Sir Jimmy Young,95,"British radio personality (Radio 2) and singer (""Unchained Melody"", ""The Man from Laramie"")",,,
5627,2016-11-07,Genjiro Arato,70,Japanese filmmaker and actor (Zigeunerweisen).,,,
5628,2016-11-07,Samuel Sitta,73,"Tanzanian politician, MP (2005–2015)",,,
5629,2016-11-07,Jayawantiben Mehta,77,"Indian politician, MP (1989–1991, 1996–1998, 1999–2004).",,,
5630,2016-11-07,Joe Ryan,80,"American politician, member of the Alaska House of Representatives (1997–1999)",,,
5631,2016-11-07,Silvano Miniati,82,Italian politician and trade union organizer.,,,
5632,2016-11-07,Phil Georgeff,85,American racetrack announcer.,,,
5633,2016-11-07,Kanu Gandhi,87,Indian scientist (NASA).,,,
5634,2016-11-07,Mohamed Masmoudi,91,"Tunisian politician, Minister of Foreign Affairs (1970–1974)",,,
5635,2016-11-07,Thomas Gardner,93,British footballer (Everton).,,,
5636,2016-11-07,Consolata Kline,100,American hospital administrator.,,,
5637,2016-11-08,Marlan Coughtry,82,American baseball player (Boston Red Sox).,,,
5638,2016-11-08,Helga Ruebsamen,82,Dutch writer.,,,
5639,2016-11-08,V. P. Ramakrishna Pillai,84,Indian politician.,,,
5640,2016-11-08,John T. Skelly,89,American journalist.,,,
5641,2016-11-08,Junius Foy Guin Jr.,92,American federal judge.,,,
5642,2016-11-08,Eugene Roberts,96,American neuroscientist.,,,
5643,2016-11-08,Ho Chih-chin,64,"Taiwanese politician, Minister of Finance (2006–2008)",,,
5644,2016-11-08,Peter Brixtofte,66,"Danish politician, Tax Minister (1992–1993)",,,
5645,2016-11-08,Zdenek Altner,69,Czech lawyer.,,,
5646,2016-11-08,Ian Cowan,71,"Scottish footballer (Partick Thistle, Falkirk, Dunfermline Athletic).",,,
5647,2016-11-08,Pertti Nieminen,79,"Finnish ice hockey player (HPK, TPS)",,,
5648,2016-11-08,Yaffa Eliach,79,Polish-born American Holocaust historian.,,,
5649,2016-11-08,Russ Nixon,81,"American baseball player (Boston Red Sox, Cleveland Indians) and manager (Atlanta Braves)",,,
5650,2016-11-08,Bill Lapham,82,"American football player (Philadelphia Eagles, Minnesota Vikings)",,,
5651,2016-11-08,Kazimír Gajdoš,82,"Slovak footballer (Inter Bratislava, Czechoslovakia national team)",,,
5652,2016-11-08,Giorgio Grigolli,88,"Italian politician, President of Trentino-Alto Adige/Südtirol (1967–1974) and Trentino (1974–1979)",,,
5653,2016-11-08,Touran Mirhadi,89,Iranian educator.,,,
5654,2016-11-08,Umberto Veronesi,90,Italian oncologist.,,,
5655,2016-11-08,Raoul Coutard,92,French cinematographer (Breathless).,,,
5656,2016-11-08,N. K. Mahajan,97,Indian adventurer.,,,
5657,2016-11-09,Martin Stone,69,British guitarist (The Action) and bookseller, cancer,,
5658,2016-11-09,La Veneno,52,Spanish actress, fall,,
5659,2016-11-09,Greg Ballard,61,"American actress (Ghostbusters, Awakenings, Doubt), complications from a fall.", prostate cancer,,
5660,2016-11-09,Emmanuel Kwasi Afranie,73,Ghanaian football coach, traffic collision,,
5661,2016-11-09,Branse Burbridge,95,British WWII fighter pilot.,,,
5662,2016-11-09,Osamu Ishiguro,80,"Japanese tennis player, Asian Games champion (1966)",,,
5663,2016-11-09,Jack Bodell,76,"English heavyweight boxer, British champion (1969–1970, 1971–1972).",,,
5664,2016-11-09,Irfan Shahîd,90,Palestinian literature professor.,,,
5665,2016-11-09,Al Caiola,96,American guitarist and composer.,,,
5666,2016-11-10,Bill Stanfill,69,American football player (Miami Dolphins), complications after a fall,,
5667,2016-11-10,Pierre Billard,94,French film critic.,,,
5668,2016-11-10,Ken Ballantyne,76,Scottish runner.,,,
5669,2016-11-10,David Adamany,80,"American academic administrator, President of Temple University (2000–2006)",,,
5670,2016-11-10,Trevor Johnson,81,Australian footballer (Melbourne).,,,
5671,2016-11-10,Don Keane,85,Australian racewalker.,,,
5672,2016-11-10,Nikola Korabov,87,Bulgarian director and screenwriter (Tobacco).,,,
5673,2016-11-10,Francisco Nieva,91,Spanish playwright.,,,
5674,2016-11-10,André Ruellan,94,French science fiction and horror writer.,,,
5675,2016-11-11,Robert Vaughn,83,"American actor (The Man from U.N.C.L.E., The Magnificent Seven, Hustle)", acute leukemia,,
5676,2016-11-11,Doug Edwards,70,"Canadian musician and composer (""Wildflower"")", cancer,,
5677,2016-11-11,Ronnie Nathanielsz,81,Sri Lankan-born Filipino sports journalist and commentator, cardiac arrest,,
5678,2016-11-11,Perico Fernandez,64,"Spanish light-welterweight boxer, world champion (1974–1975)", diabetes and Alzheimer's disease,,
5679,2016-11-11,Lily,64,Japanese singer and actress (Shinobi: Heart Under Blade), lung cancer,,
5680,2016-11-11,Sir James McNeish,85,New Zealand writer.,,,
5681,2016-11-11,Leonid Keldysh,85,Russian physicist.,,,
5682,2016-11-11,Sir Aubrey Trotman-Dickenson,90,British chemist.,,,
5683,2016-11-11,Victor Bailey,56,"American bassist (Weather Report, Madonna, Lady Gaga).",,,
5684,2016-11-11,A. Nayyar,61,Pakistani playback singer.,,,
5685,2016-11-11,Uwe Bracht,63,German footballer (Werder Bremen).,,,
5686,2016-11-11,Greg Horton,65,"American football player (Los Angeles Rams, Tampa Bay Buccaneers)",,,
5687,2016-11-11,Clarence Ditlow,72,American automotive safety advocate.,,,
5688,2016-11-11,Alfredo Bruto da Costa,78,Portuguese politician.,,,
5689,2016-11-11,Bonnie Laing,79,"Canadian politician, MLA for Calgary-Bow (1989–2001)",,,
5690,2016-11-11,Ray Singleton,79,American songwriter (Motown) and record producer.,,,
5691,2016-11-11,Alfred Schmidt,81,"German footballer (Borussia Dortmund, national team)",,,
5692,2016-11-11,Claire Labine,82,"American author, screenwriter and producer (Ryan's Hope, General Hospital, One Life to Live).",,,
5693,2016-11-11,Sir Ralph Kohn,88,British medical scientist.,,,
5694,2016-11-11,Pascal Posado,91,"French politician, member of the National Assembly for Bouches-du-Rhône (1978)",,,
5695,2016-11-11,Željko Čajkovski,91,"Croatian football player (Dinamo Zagreb, Werder Bremen) and coach",,,
5696,2016-11-11,Ilse Aichinger,95,Austrian writer.,,,
5697,2016-11-11,Aileen Mehle,98,"American gossip columnist (The Miami Daily News, New York Journal-American, Women's Wear Daily).",,,
5698,2016-11-11,Muhammad Surur, 77–78,Syrian religious leader.,,,
5699,2016-11-11,Turki II bin Abdulaziz Al Saud, 81–82,Saudi Arabian prince and politician.,,,
5700,2016-11-11,Jum Jainudin Akbar,,"Filipino politician, Governor of Basilan (2007–2016)",,,
5701,2016-11-12,Malek Chebel,63,Algerian anthropologist and philosopher, cancer,,
5702,2016-11-12,Jacques Werup,71,Swedish musician and writer, cancer,,
5703,2016-11-12,Dawn Coe-Jones,56,Canadian golfer, chondrosarcoma,,
5704,2016-11-12,Lupita Tovar,106,"Mexican-American actress (Drácula, Santa, Miguel Strogoff)", heart disease,,
5705,2016-11-12,Howard Ruff,85,American economist, Parkinson's disease,,
5706,2016-11-12,Yu Xu,30,Chinese air force aviator, plane collision,,
5707,2016-11-12,Edgard Sorgeloos,85,Belgian racing cyclist.,,,
5708,2016-11-12,Mahmoud Abdel Aziz,70,Egyptian actor (Al-Kit Kat).,,,
5709,2016-11-12,Adolf Kunstwadl,76,"German footballer (Bayern Munich, Wacker München)",,,
5710,2016-11-12,Bob Francis,77,Egyptian-born Australian radio broadcaster (5AA).,,,
5711,2016-11-12,Ebenezer Donkor,78,Ghanaian actor (2016).,,,
5712,2016-11-12,Robert Kabel,82,Canadian ice hockey player (New York Rangers).,,,
5713,2016-11-12,Frank Konigsberg,83,American talent agent and producer (The Tommyknockers).,,,
5714,2016-11-12,Louis Devereux,85,"English cricketer (Worcestershire, Glamorgan)",,,
5715,2016-11-12,Jerry Dumas,86,American cartoonist (Sam and Silo).,,,
5716,2016-11-12,Sonny Levi,90,Indian powerboat designer.,,,
5717,2016-11-12,Paul Vergès,91,"Thai-born French Réunionese politician, MEP (2004–2010), member of the National Assembly (1956–1958, 1986–1987, 1993–1996) and Senate (1996–2004, since 2011).",,,
5718,2016-11-12,Punya Datta,92,Indian cricketer (Bengal).,,,
5719,2016-11-12,Eivor Olson,94,Swedish shot putter.,,,
5720,2016-11-12,Stanley G. Grizzle,97,Canadian judge and political activist.,,,
5721,2016-11-13,Jehangir Bader,72,Pakistani politician.,,,
5722,2016-11-13,Sir Mota Singh,86,British judge.,,,
5723,2016-11-13,Aslaug Fadum,91,Norwegian politician.,,,
5724,2016-11-13,Luigi Caccia Dominioni,102,Italian architect.,,,
5725,2016-11-13,Lary Kuharich,70,"American football coach (Calgary Stampeders, BC Lions)",,,
5726,2016-11-13,Billy Miller,62,American music historian.,,,
5727,2016-11-13,Laurent Pokou,69,Ivorian footballer (Rennes).,,,
5728,2016-11-13,Leon Russell,74,"American Hall of Fame musician (The Wrecking Crew) and songwriter (""Tight Rope"").",,,
5729,2016-11-13,Don Rutherford,79,English rugby union player.,,,
5730,2016-11-13,Jackie Pigeaud,79,French historian.,,,
5731,2016-11-13,Aloysius Ferdinandus Zichem,83,Surinamese Roman Catholic Redemptorist prelate,,,
5732,2016-11-13,Enzo Maiorca,85,"Italian free diver, television host and politician",,,
5733,2016-11-13,Doris Egbring-Kahn,90,German actress.,,,
5734,2016-11-13,Denys Smith,92,British racehorse trainer.,,,
5735,2016-11-14,Marti Friedlander,88,New Zealand photographer, breast cancer,,
5736,2016-11-14,Gun Hellsvik,74,"Swedish politician, Minister of Justice (1991–1994)", cancer,,
5737,2016-11-14,Roger Hobbs,28,American author, overdose,,
5738,2016-11-14,Sebastian Leone,91,American politician, pneumonia,,
5739,2016-11-14,Houston Conwill,69,American sculptor, prostate cancer,,
5740,2016-11-14,Gardnar Mulloy,102,"American tennis player, winner of the US Open (1942, 1945, 1946 1948) and Wimbledon Championships (1957).",complications from a stroke,,
5741,2016-11-14,Holly Dunn,59,"American country music singer-songwriter (""Daddy's Hands"", ""Are You Ever Gonna Love Me"", ""You Really Had Me Going"")",ovarian cancer,,
5742,2016-11-14,Mahpiya Ska,20,American albino buffalo.,,,
5743,2016-11-14,Vladimir Belov,58,"Russian handball player, Olympic silver medalist (1980)",,,
5744,2016-11-14,Gwen Ifill,61,"American journalist (PBS NewsHour, Washington Week), endometrial cancer.",,,
5745,2016-11-14,Janet Wright,71,"Canadian actress (Corner Gas, The Perfect Storm, McCabe & Mrs. Miller).",,,
5746,2016-11-14,David Mancuso,72,American DJ and founder of The Loft.,,,
5747,2016-11-14,Hans Avé Lallemant,78,Dutch-born American geologist.,,,
5748,2016-11-14,Diana Balmori,84,American landscape designer.,,,
5749,2016-11-14,Bob Gain,87,American football player (Cleveland Browns).,,,
5750,2016-11-14,Ibrahim Dasuki,93,"Nigerian spiritual leader, Sultan of Sokoto (1988–1996)",,,
5751,2016-11-15,Lisa Lynn Masters,52,"American actress (The Stepford Wives, It's Complicated, Unbreakable Kimmy Schmidt)", apparent suicide by hanging,,
